Timestamp (ms),F_GPS_LONGITUDE
744478,-79.920685
744584,-79.920685
744688,-79.920685
744788,-79.920685
744888,-79.920685
744988,-79.920685
745089,-79.920685
745193,-79.920685
745293,-79.920685
745393,-79.920685
745493,-79.920685
745598,-79.920685
745698,-79.920685
745798,-79.920685
745898,-79.920685
745998,-79.920685
746104,-79.920685
746204,-79.920685
746305,-79.920685
746405,-79.920685
746505,-79.920685
746607,-79.920685
746707,-79.920685
746808,-79.920685
746908,-79.920685
747008,-79.920685
747109,-79.920685
747209,-79.920685
747309,-79.920685
747410,-79.920685
747513,-79.920685
747612,-79.920685
747714,-79.920685
747813,-79.92069
747914,-79.92069
748019,-79.92069
748118,-79.92069
748218,-79.92069
748318,-79.92069
748418,-79.92069
748518,-79.92069
748631,-79.92069
748736,-79.92069
748836,-79.92069
748937,-79.92069
749036,-79.92069
749139,-79.92069
749239,-79.92069
749339,-79.92069
749440,-79.92069
749540,-79.92069
749641,-79.92069
749741,-79.92069
749841,-79.92069
749942,-79.92069
750042,-79.92069
750144,-79.92069
750244,-79.92069
750345,-79.92069
750445,-79.92069
750545,-79.92069
750646,-79.92069
750748,-79.92069
750848,-79.92069
750948,-79.92069
751048,-79.92069
751151,-79.92069
751251,-79.92069
751351,-79.92069
751457,-79.92069
751558,-79.92069
751660,-79.92069
751761,-79.92069
751861,-79.92069
751961,-79.92069
752062,-79.92069
752163,-79.92069
752262,-79.92069
752364,-79.92069
752465,-79.92069
752572,-79.92069
752675,-79.92069
752775,-79.92069
752876,-79.92069
752976,-79.92069
753076,-79.92069
753182,-79.92069
753282,-79.92069
753382,-79.92069
753482,-79.92069
753586,-79.92069
753685,-79.92069
753785,-79.92069
753885,-79.92069
753985,-79.92069
754088,-79.9207
754191,-79.9207
754290,-79.9207
754390,-79.9207
754491,-79.9207
754593,-79.9207
754693,-79.9207
754794,-79.9207
754894,-79.9207
754994,-79.9207
755098,-79.9207
755198,-79.9207
755298,-79.9207
755398,-79.9207
755498,-79.9207
755599,-79.9207
755699,-79.9207
755800,-79.9207
755900,-79.9207
756005,-79.9207
756113,-79.9207
756213,-79.9207
756312,-79.9207
756412,-79.9207
756518,-79.9207
756621,-79.9207
756721,-79.9207
756821,-79.92071
756922,-79.92071
757022,-79.92071
757124,-79.92071
757224,-79.92071
757325,-79.92071
757425,-79.92071
757525,-79.92071
757626,-79.92071
757727,-79.92071
757827,-79.92071
757927,-79.92071
758027,-79.92071
758129,-79.92071
758230,-79.92071
758330,-79.92071
758430,-79.92071
758530,-79.92071
758631,-79.92071
758733,-79.92071
758833,-79.92071
758933,-79.92071
759033,-79.92071
759136,-79.92071
759236,-79.92071
759336,-79.92071
759442,-79.92071
759543,-79.92071
759645,-79.92071
759745,-79.92071
759848,-79.92071
759948,-79.92071
760049,-79.92071
760191,-79.92071
760297,-79.92071
760397,-79.92071
760506,-79.92071
760610,-79.92071
760711,-79.92071
760811,-79.9207
760911,-79.9207
761011,-79.9207
761117,-79.9207
761222,-79.9207
761322,-79.92071
761422,-79.92071
761522,-79.92071
761626,-79.92071
761725,-79.92071
761825,-79.9207
761925,-79.9207
762025,-79.9207
762127,-79.9207
762227,-79.9207
762328,-79.9207
762428,-79.9207
762527,-79.9207
762632,-79.9207
762737,-79.9207
762837,-79.9207
762940,-79.92071
763039,-79.92071
763141,-79.92071
763241,-79.92071
763346,-79.92071
763445,-79.92071
763545,-79.92071
763651,-79.92071
763751,-79.92071
763851,-79.92071
763952,-79.92071
764056,-79.92071
764160,-79.92071
764260,-79.92071
764365,-79.9207
764466,-79.9207
764566,-79.9207
764668,-79.9207
764768,-79.9207
764868,-79.9207
764969,-79.9207
765069,-79.9207
765171,-79.9207
765273,-79.92069
765373,-79.92069
765472,-79.92069
765572,-79.92069
765675,-79.92069
765775,-79.92069
765875,-79.92069
765978,-79.92069
766081,-79.92069
766186,-79.92069
766286,-79.92069
766386,-79.92069
766486,-79.92069
766586,-79.92069
766690,-79.92069
766789,-79.92069
766889,-79.92069
766989,-79.92069
767090,-79.92069
767192,-79.92069
767295,-79.92069
767397,-79.92069
767497,-79.92069
767599,-79.92069
767699,-79.92069
767799,-79.92069
767900,-79.92069
768000,-79.92069
768107,-79.92069
768211,-79.92069
768311,-79.92069
768411,-79.92069
768511,-79.92069
768611,-79.92069
768715,-79.92069
768815,-79.92069
768915,-79.92069
769015,-79.92069
769123,-79.92069
769223,-79.92069
769326,-79.92069
769430,-79.92069
769536,-79.92069
769636,-79.92069
769736,-79.92069
769840,-79.920685
769971,-79.920685
770071,-79.920685
770172,-79.920685
770272,-79.920685
770372,-79.920685
770472,-79.920685
770572,-79.920685
770677,-79.920685
770777,-79.920685
770877,-79.920685
770977,-79.920685
771077,-79.920685
771183,-79.920685
771284,-79.920685
771384,-79.920685
771484,-79.920685
771584,-79.920685
771686,-79.920685
771787,-79.920685
771887,-79.920685
771987,-79.920685
772091,-79.920685
772193,-79.920685
772293,-79.920685
772393,-79.920685
772493,-79.920685
772593,-79.920685
772697,-79.920685
772796,-79.920685
772896,-79.920685
772996,-79.920685
773096,-79.920685
773200,-79.920685
773300,-79.920685
773400,-79.920685
773500,-79.920685
773600,-79.920685
773705,-79.920685
773805,-79.920685
773905,-79.920685
774005,-79.920685
774104,-79.920685
774208,-79.920685
774308,-79.920685
774408,-79.920685
774509,-79.920685
774609,-79.920685
774710,-79.920685
774810,-79.920685
774910,-79.920685
775011,-79.920685
775110,-79.920685
775211,-79.920685
775311,-79.920685
775415,-79.920685
775516,-79.92069
775616,-79.92069
775718,-79.92069
775818,-79.92069
775918,-79.92069
776018,-79.92069
776118,-79.92069
776220,-79.92069
776322,-79.92069
776422,-79.92069
776521,-79.92069
776622,-79.92069
776724,-79.92069
776824,-79.92069
776924,-79.92069
777027,-79.92069
777128,-79.92069
777229,-79.92069
777329,-79.92069
777429,-79.92069
777533,-79.92069
777635,-79.92069
777742,-79.92069
777841,-79.92069
777941,-79.92069
778041,-79.92069
778146,-79.92069
778245,-79.92069
778347,-79.92069
778447,-79.92069
778548,-79.92069
778649,-79.92069
778756,-79.92069
778855,-79.92069
778955,-79.92069
779055,-79.92069
779160,-79.92069
779259,-79.92069
779360,-79.92069
779460,-79.92069
779560,-79.92069
779663,-79.92069
779763,-79.92069
779864,-79.92069
779963,-79.92069
780064,-79.92069
780173,-79.92069
780277,-79.92069
780377,-79.92069
780477,-79.92069
780577,-79.92069
780683,-79.92069
780783,-79.92069
780883,-79.92069
780983,-79.92069
781083,-79.92069
781187,-79.92069
781287,-79.92069
781387,-79.92069
781501,-79.92069
781625,-79.92069
781703,-79.92069
781803,-79.92069
781903,-79.92069
782003,-79.92069
782104,-79.92069
782203,-79.92069
782307,-79.92069
782407,-79.92069
782507,-79.92069
782607,-79.92069
782711,-79.92069
782810,-79.92069
782910,-79.92069
783010,-79.92069
783110,-79.92069
783211,-79.92069
783311,-79.92069
783411,-79.92069
783512,-79.92069
783618,-79.920685
783720,-79.920685
783820,-79.920685
783921,-79.920685
784021,-79.920685
784121,-79.920685
784222,-79.920685
784322,-79.920685
784422,-79.920685
784523,-79.920685
784624,-79.920685
784725,-79.920685
784825,-79.920685
784925,-79.920685
785026,-79.920685
785126,-79.920685
785228,-79.920685
785328,-79.920685
785429,-79.920685
785529,-79.920685
785629,-79.920685
785731,-79.920685
785831,-79.920685
785932,-79.920685
786032,-79.920685
786132,-79.920685
786235,-79.920685
786335,-79.920685
786435,-79.920685
786535,-79.920685
786635,-79.920685
786740,-79.920685
786839,-79.920685
786939,-79.920685
787039,-79.920685
787152,-79.920685
787256,-79.920685
787356,-79.920685
787457,-79.920685
787557,-79.920685
787658,-79.920685
787760,-79.92068
787860,-79.92068
787961,-79.92068
788061,-79.92068
788173,-79.92068
788275,-79.92068
788375,-79.92068
788475,-79.92068
788575,-79.92068
788674,-79.92068
788674,-79.92068
788775,-79.92068
788875,-79.92068
788975,-79.92068
789076,-79.92068
789176,-79.92068
789278,-79.92068
789378,-79.92068
789478,-79.92068
789578,-79.92068
789678,-79.92068
789778,-79.92068
789878,-79.92068
789978,-79.92068
790078,-79.92068
790180,-79.92068
790280,-79.92068
790380,-79.92068
790480,-79.92068
790580,-79.92068
790681,-79.92068
790782,-79.92068
790887,-79.92068
790989,-79.92068
791092,-79.92067
791193,-79.92067
791297,-79.92067
791398,-79.92067
791503,-79.92067
791606,-79.92067
791707,-79.92067
791807,-79.92067
791908,-79.92067
792008,-79.92067
792109,-79.92067
792210,-79.92067
792316,-79.92067
792415,-79.92067
792515,-79.92067
792615,-79.92067
792716,-79.92067
792822,-79.92067
792922,-79.92067
793023,-79.92067
793123,-79.92067
793225,-79.92067
793325,-79.92067
793425,-79.92067
793525,-79.92067
793625,-79.92067
793728,-79.92067
793829,-79.92067
793930,-79.92067
794029,-79.92067
794130,-79.92067
794237,-79.92067
794341,-79.92066
794441,-79.92066
794542,-79.92066
794642,-79.92066
794745,-79.92066
794845,-79.92066
794945,-79.92066
795045,-79.92066
795146,-79.92066
795249,-79.920654
795349,-79.920654
795448,-79.920654
795548,-79.920654
795654,-79.920654
795754,-79.920654
795854,-79.920654
795954,-79.920654
796059,-79.920654
796197,-79.920654
796300,-79.920654
796399,-79.920654
796499,-79.920654
796600,-79.920654
796699,-79.920654
796801,-79.92065
796902,-79.92065
797002,-79.92065
797102,-79.92065
797202,-79.92065
797304,-79.92065
797405,-79.92065
797505,-79.92065
797605,-79.92065
797705,-79.92065
797806,-79.92064
797907,-79.92064
798006,-79.92064
798107,-79.92064
798207,-79.92064
798310,-79.92064
798410,-79.92064
798510,-79.92064
798611,-79.92063
798711,-79.92063
798813,-79.92063
798913,-79.92063
799014,-79.92063
799114,-79.92063
799214,-79.92063
799316,-79.92062
799416,-79.92062
799516,-79.92062
799621,-79.92062
799723,-79.920616
799826,-79.920616
799927,-79.920616
800027,-79.920616
800127,-79.920616
800227,-79.920616
800330,-79.92061
800430,-79.92061
800531,-79.92061
800631,-79.92061
800732,-79.92061
800832,-79.9206
800933,-79.9206
801034,-79.9206
801134,-79.9206
801239,-79.9206
801341,-79.9206
801442,-79.920586
801541,-79.920586
801641,-79.920586
801743,-79.92058
801843,-79.92058
801942,-79.92058
802046,-79.92057
802147,-79.92057
802248,-79.92056
802354,-79.92056
802456,-79.92056
802555,-79.920555
802655,-79.920555
802759,-79.92055
802858,-79.92055
802958,-79.92055
803058,-79.92054
803161,-79.92054
803263,-79.92053
803362,-79.92053
803463,-79.92053
803563,-79.92053
803663,-79.92053
803765,-79.92053
803865,-79.92053
803966,-79.92053
804066,-79.92053
804168,-79.920525
804270,-79.920525
804369,-79.920525
804470,-79.920525
804571,-79.920525
804677,-79.920525
804779,-79.920525
804879,-79.920525
804980,-79.920525
805080,-79.920525
805180,-79.920525
805282,-79.920525
805382,-79.920525
805482,-79.920525
805582,-79.920525
805683,-79.920525
805785,-79.920525
805885,-79.920525
805986,-79.920525
806086,-79.920525
806187,-79.920525
806302,-79.920525
806406,-79.920525
806515,-79.920525
806616,-79.920525
806716,-79.92053
806819,-79.92053
806918,-79.92053
807019,-79.92054
807119,-79.92054
807219,-79.92054
807321,-79.92054
807422,-79.92054
807523,-79.92054
807624,-79.92054
807725,-79.92054
807824,-79.92054
807926,-79.92055
808026,-79.92055
808127,-79.92055
808228,-79.92055
808331,-79.92055
808431,-79.920555
808531,-79.920555
808634,-79.920555
808735,-79.920555
808837,-79.920555
808937,-79.920555
809037,-79.920555
809137,-79.920555
809237,-79.920555
809339,-79.920555
809442,-79.920555
809542,-79.920555
809642,-79.920555
809743,-79.920555
809844,-79.920555
809943,-79.920555
810044,-79.920555
810144,-79.920555
810251,-79.920555
810355,-79.92056
810455,-79.92056
810555,-79.92056
810656,-79.92056
810758,-79.92056
810858,-79.92056
810958,-79.92056
811058,-79.92056
811159,-79.92056
811261,-79.92056
811361,-79.92056
811462,-79.92056
811561,-79.92056
811661,-79.92056
811763,-79.92056
811862,-79.92056
811963,-79.92056
812063,-79.92056
812166,-79.92056
812266,-79.92056
812367,-79.92056
812468,-79.92056
812568,-79.92056
812668,-79.92056
812774,-79.92056
812878,-79.92056
812979,-79.92056
813079,-79.92056
813179,-79.92056
813281,-79.92056
813381,-79.92056
813481,-79.92056
813581,-79.92056
813681,-79.92056
813784,-79.92056
813884,-79.92056
813984,-79.92056
814084,-79.92056
814184,-79.92056
814286,-79.92056
814385,-79.92056
814485,-79.92056
814586,-79.92056
814686,-79.92056
814788,-79.92056
814888,-79.92056
814989,-79.92056
815089,-79.92056
815189,-79.92056
815290,-79.92056
815391,-79.92056
815492,-79.92056
815592,-79.92056
815691,-79.92056
815795,-79.92056
815896,-79.92056
815996,-79.92056
816096,-79.92056
816202,-79.92057
816305,-79.92057
816405,-79.92057
816505,-79.92057
816605,-79.92057
816705,-79.92057
816807,-79.92057
816907,-79.92057
817007,-79.92057
817108,-79.92057
817208,-79.92057
817311,-79.92057
817411,-79.92057
817511,-79.92057
817611,-79.92057
817712,-79.92057
817813,-79.92057
817915,-79.92057
818015,-79.92057
818114,-79.92057
818215,-79.92057
818314,-79.92057
818424,-79.92057
818525,-79.92057
818625,-79.92057
818725,-79.92057
818828,-79.92057
818928,-79.92057
819028,-79.92057
819128,-79.92057
819229,-79.92057
819333,-79.92058
819432,-79.92058
819533,-79.92058
819632,-79.92058
819734,-79.92058
819840,-79.92058
819940,-79.92058
820041,-79.92058
820140,-79.92058
820262,-79.92058
820362,-79.92058
820465,-79.92058
820465,-79.92058
820566,-79.92058
820666,-79.92058
820766,-79.92058
820866,-79.92058
820966,-79.92058
821066,-79.920586
821166,-79.920586
821268,-79.920586
821368,-79.920586
821468,-79.920586
821570,-79.920586
821670,-79.920586
821774,-79.920586
821879,-79.920586
821979,-79.9206
822082,-79.9206
822184,-79.9206
822294,-79.9206
822397,-79.9206
822497,-79.9206
822599,-79.9206
822698,-79.9206
822805,-79.92061
822919,-79.92061
823018,-79.92061
823118,-79.92061
823218,-79.92061
823319,-79.92061
823418,-79.92061
823518,-79.92061
823618,-79.92061
823718,-79.92061
823818,-79.92061
823922,-79.920616
824022,-79.920616
824122,-79.920616
824223,-79.920616
824322,-79.920616
824426,-79.920616
824526,-79.920616
824626,-79.92062
824726,-79.92062
824831,-79.92062
824931,-79.92062
825031,-79.92062
825131,-79.92062
825231,-79.92063
825333,-79.92063
825432,-79.92063
825532,-79.92063
825632,-79.92063
825732,-79.92063
825832,-79.92063
825932,-79.92063
826034,-79.92064
826134,-79.92064
826240,-79.92064
826342,-79.92064
826442,-79.92064
826542,-79.92064
826643,-79.92064
826743,-79.92064
826844,-79.92064
826945,-79.92065
827045,-79.92065
827146,-79.92065
827245,-79.92065
827349,-79.92065
827448,-79.92065
827548,-79.92065
827648,-79.92065
827749,-79.92065
827852,-79.92065
827952,-79.920654
828051,-79.920654
828152,-79.920654
828256,-79.920654
828360,-79.920654
828459,-79.920654
828559,-79.920654
828659,-79.920654
828759,-79.920654
828861,-79.920654
828962,-79.920654
829062,-79.920654
829162,-79.92065
829262,-79.92065
829365,-79.92065
829465,-79.92065
829565,-79.92065
829669,-79.92065
829770,-79.92065
829871,-79.92065
829971,-79.92065
830071,-79.92065
830172,-79.92065
830274,-79.92065
830377,-79.92065
830477,-79.92065
830577,-79.92065
830677,-79.92065
830794,-79.92065
830894,-79.92065
830994,-79.92065
831094,-79.92065
831195,-79.92065
831300,-79.92065
831405,-79.92065
831513,-79.92065
831614,-79.92065
831714,-79.92065
831820,-79.92065
831926,-79.92065
832026,-79.92065
832126,-79.92065
832226,-79.92065
832330,-79.92065
832430,-79.92065
832530,-79.92065
832630,-79.92065
832730,-79.92065
832830,-79.92065
832934,-79.92065
833035,-79.92065
833134,-79.92065
833235,-79.92065
833338,-79.92065
833438,-79.92064
833637,-79.92064
833638,-79.92064
833738,-79.92064
833840,-79.92064
833940,-79.92063
834041,-79.92063
834141,-79.92062
834241,-79.92062
834343,-79.92062
834443,-79.920616
834544,-79.920616
834649,-79.920616
834749,-79.92061
834852,-79.92061
834952,-79.92061
835052,-79.9206
835152,-79.9206
835252,-79.9206
835354,-79.9206
835454,-79.9206
835554,-79.9206
835654,-79.9206
835754,-79.9206
835854,-79.9206
835954,-79.9206
836054,-79.920586
836157,-79.920586
836295,-79.920586
836399,-79.920586
836499,-79.920586
836598,-79.920586
836698,-79.920586
836798,-79.920586
836902,-79.920586
837002,-79.920586
837102,-79.920586
837203,-79.920586
837303,-79.920586
837406,-79.920586
837506,-79.920586
837607,-79.920586
837707,-79.920586
837807,-79.920586
837908,-79.920586
838010,-79.920586
838110,-79.920586
838210,-79.920586
838310,-79.920586
838413,-79.920586
838512,-79.920586
838612,-79.920586
838712,-79.920586
838813,-79.920586
838914,-79.920586
839014,-79.920586
839114,-79.920586
839215,-79.920586
839317,-79.920586
839418,-79.920586
839523,-79.920586
839624,-79.92058
839724,-79.92058
839824,-79.92058
839926,-79.92058
840025,-79.92058
840126,-79.92058
840226,-79.92058
840327,-79.92058
840430,-79.92058
840531,-79.92057
840631,-79.92057
840731,-79.92057
840837,-79.92056
840937,-79.92056
841037,-79.92056
841137,-79.920555
841237,-79.920555
841342,-79.920555
841442,-79.92055
841542,-79.92055
841642,-79.92055
841742,-79.92055
841845,-79.92055
841944,-79.92054
842045,-79.92054
842145,-79.92054
842245,-79.92054
842348,-79.92053
842447,-79.92053
842550,-79.92053
842650,-79.92053
842750,-79.92053
842855,-79.920525
842954,-79.920525
843054,-79.920525
843154,-79.92052
843254,-79.92052
843354,-79.92052
843455,-79.92052
843555,-79.92052
843655,-79.92051
843755,-79.92051
843857,-79.92051
843957,-79.92051
844058,-79.92051
844159,-79.92051
844271,-79.9205
844370,-79.9205
844470,-79.9205
844570,-79.9205
844670,-79.9205
844770,-79.9205
844870,-79.920494
844970,-79.920494
845070,-79.920494
845170,-79.920494
845270,-79.920494
845372,-79.920494
845473,-79.92049
845573,-79.92049
845673,-79.92049
845774,-79.92049
845875,-79.92049
845975,-79.92049
846075,-79.92049
846176,-79.92048
846277,-79.92048
846380,-79.92048
846481,-79.92048
846588,-79.92048
846688,-79.92048
846793,-79.92048
846901,-79.92048
847002,-79.92046
847115,-79.92046
847221,-79.92046
847330,-79.92046
847434,-79.92046
847535,-79.92046
847634,-79.920456
847736,-79.920456
847837,-79.920456
847943,-79.920456
848043,-79.920456
848147,-79.920456
848247,-79.920456
848348,-79.920456
848450,-79.920456
848553,-79.920456
848652,-79.920456
848752,-79.920456
848852,-79.920456
848956,-79.920456
849055,-79.920456
849155,-79.920456
849255,-79.920456
849357,-79.920456
849457,-79.920456
849557,-79.920456
849657,-79.920456
849757,-79.920456
849857,-79.920456
849959,-79.920456
850059,-79.920456
850159,-79.920456
850261,-79.920456
850362,-79.920456
850467,-79.92045
850567,-79.92045
850667,-79.92045
850768,-79.92045
850870,-79.92045
850970,-79.92045
851070,-79.92045
851170,-79.92045
851270,-79.92045
851371,-79.92045
851475,-79.92045
851575,-79.92045
851675,-79.92045
851776,-79.92045
851876,-79.92045
851976,-79.92045
852076,-79.92045
852176,-79.92045
852276,-79.92045
852379,-79.92045
852482,-79.92045
852582,-79.92045
852682,-79.92045
852782,-79.92045
852881,-79.92045
852981,-79.92045
853081,-79.92045
853181,-79.92045
853281,-79.92044
853383,-79.92044
853483,-79.92044
853583,-79.92044
853683,-79.92044
853783,-79.92044
853885,-79.92044
853985,-79.92044
854085,-79.92044
854185,-79.92044
854285,-79.92044
854388,-79.92044
854488,-79.92044
854588,-79.92044
854688,-79.92044
854789,-79.92044
854888,-79.92045
854991,-79.92045
855092,-79.92045
855191,-79.92045
855292,-79.92045
855395,-79.92045
855498,-79.92045
855606,-79.92045
855733,-79.920456
855805,-79.920456
855906,-79.920456
856006,-79.920456
856106,-79.920456
856206,-79.920456
856306,-79.920456
856407,-79.920456
856507,-79.920456
856607,-79.920456
856707,-79.920456
856807,-79.920456
856911,-79.920456
857010,-79.920456
857110,-79.920456
857210,-79.920456
857310,-79.920456
857410,-79.920456
857515,-79.920456
857615,-79.920456
857715,-79.920456
857815,-79.920456
857920,-79.920456
858020,-79.920456
858120,-79.920456
858220,-79.920456
858320,-79.920456
858424,-79.920456
858524,-79.920456
858624,-79.920456
858726,-79.920456
858827,-79.920456
858928,-79.920456
859029,-79.920456
859129,-79.920456
859229,-79.920456
859329,-79.920456
859431,-79.920456
859532,-79.920456
859632,-79.920456
859732,-79.920456
859832,-79.920456
859934,-79.920456
860035,-79.920456
860135,-79.920456
860235,-79.920456
860340,-79.920456
860443,-79.920456
860547,-79.920456
860648,-79.920456
860747,-79.920456
860848,-79.920456
860949,-79.920456
861052,-79.920456
861151,-79.920456
861251,-79.920456
861351,-79.920456
861453,-79.920456
861553,-79.920456
861653,-79.920456
861754,-79.920456
861860,-79.920456
861971,-79.920456
862075,-79.920456
862176,-79.920456
862279,-79.920456
862382,-79.920456
862487,-79.920456
862594,-79.920456
862696,-79.920456
862796,-79.920456
862896,-79.920456
862999,-79.920456
863098,-79.920456
863199,-79.920456
863299,-79.920456
863399,-79.920456
863501,-79.920456
863603,-79.920456
863703,-79.920456
863803,-79.920456
863903,-79.920456
864008,-79.920456
864107,-79.92046
864207,-79.92046
864307,-79.92046
864407,-79.92046
864508,-79.92046
864608,-79.92046
864708,-79.92046
864808,-79.92046
864908,-79.92046
865010,-79.92046
865110,-79.92046
865210,-79.92046
865310,-79.92046
865412,-79.92046
865511,-79.92046
865617,-79.92046
865718,-79.92046
865819,-79.92046
865923,-79.92046
866023,-79.92046
866128,-79.92046
866237,-79.92046
866338,-79.92046
866443,-79.92046
866542,-79.92046
866642,-79.92046
866742,-79.92046
866843,-79.92046
866945,-79.92046
867048,-79.92046
867149,-79.92046
867249,-79.92046
867349,-79.92046
867450,-79.92046
867550,-79.92046
867650,-79.92046
867750,-79.92046
867850,-79.92046
867955,-79.92046
868055,-79.92046
868154,-79.92046
868254,-79.92046
868359,-79.92046
868466,-79.92046
868566,-79.92046
868666,-79.92046
868767,-79.92046
868873,-79.92046
868975,-79.92046
869076,-79.92046
869176,-79.92046
869276,-79.92046
869376,-79.92046
869478,-79.92046
869578,-79.92046
869678,-79.92046
869779,-79.92046
869879,-79.92046
869982,-79.92046
870082,-79.92046
870182,-79.92046
870282,-79.92046
870383,-79.92046
870485,-79.92046
870586,-79.92046
870685,-79.92046
870785,-79.92046
870897,-79.92046
870997,-79.92046
871098,-79.92046
871197,-79.92046
871302,-79.92046
871410,-79.92046
871514,-79.92046
871617,-79.92046
871720,-79.92046
871821,-79.92046
871920,-79.92046
872023,-79.92046
872123,-79.92046
872223,-79.92046
872323,-79.92046
872423,-79.92046
872524,-79.92046
872625,-79.92046
872726,-79.92046
872826,-79.92046
872926,-79.92046
873027,-79.92046
873127,-79.92046
873228,-79.92046
873331,-79.92046
873432,-79.92046
873534,-79.92046
873634,-79.92046
873738,-79.92046
873839,-79.92046
873940,-79.92046
874040,-79.92046
874141,-79.92046
874242,-79.92046
874342,-79.92046
874449,-79.92046
874550,-79.92046
874650,-79.92046
874752,-79.92046
874851,-79.92046
874955,-79.92046
875055,-79.92046
875155,-79.92046
875255,-79.92046
875355,-79.92046
875458,-79.92046
875557,-79.92046
875657,-79.92046
875757,-79.92046
875857,-79.92046
875960,-79.92046
876059,-79.92046
876159,-79.92046
876259,-79.92046
876360,-79.92046
876464,-79.92046
876569,-79.92046
876669,-79.92046
876768,-79.92046
876868,-79.92046
876974,-79.92046
877079,-79.92046
877178,-79.92046
877278,-79.92046
877378,-79.92046
877480,-79.92046
877586,-79.92046
877686,-79.92046
877787,-79.92046
877887,-79.92046
877986,-79.92046
878089,-79.92046
878189,-79.92046
878290,-79.92046
878390,-79.92046
878489,-79.92046
878591,-79.92046
878692,-79.92046
878792,-79.92046
878892,-79.92046
878992,-79.92046
879096,-79.92046
879196,-79.92046
879296,-79.92046
879396,-79.92046
879496,-79.92046
879599,-79.92046
879699,-79.92046
879798,-79.92046
879899,-79.92046
880005,-79.92046
880104,-79.92046
880204,-79.92046
880304,-79.920456
880404,-79.920456
880507,-79.920456
880607,-79.920456
880707,-79.920456
880807,-79.920456
880907,-79.920456
881012,-79.920456
881113,-79.920456
881213,-79.920456
881313,-79.920456
881413,-79.920456
881516,-79.920456
881616,-79.920456
881716,-79.920456
881816,-79.920456
881917,-79.920456
882018,-79.920456
882118,-79.920456
882218,-79.920456
882319,-79.920456
882419,-79.920456
882522,-79.920456
882625,-79.920456
882725,-79.920456
882825,-79.920456
882925,-79.920456
883027,-79.920456
883128,-79.920456
883228,-79.920456
883328,-79.920456
883429,-79.920456
883531,-79.920456
883632,-79.92046
883732,-79.92046
883832,-79.92046
883932,-79.92046
884036,-79.92046
884136,-79.92046
884240,-79.92046
884340,-79.92046
884451,-79.92046
884557,-79.92046
884657,-79.92046
884762,-79.92046
884862,-79.92046
884963,-79.92046
885063,-79.92046
885163,-79.92046
885263,-79.92046
885363,-79.92046
885463,-79.92046
885566,-79.92046
885666,-79.92046
885767,-79.92046
885867,-79.92046
885968,-79.92046
886068,-79.92046
886168,-79.92046
886268,-79.92046
886372,-79.92046
886478,-79.92046
886581,-79.92046
