Timestamp (ms),F_RPM_PRIM
346715,1684.0
346725,1910.0
346735,1910.0
346745,1910.0
346755,1910.0
346768,1910.0
346778,1910.0
346788,1799.0
346802,1799.0
346812,1799.0
346822,1799.0
346832,1799.0
346842,1799.0
346852,1799.0
346862,1675.0
346873,1675.0
346883,1675.0
346893,1675.0
346903,1675.0
346913,1675.0
346925,1800.0
346935,1800.0
346945,1800.0
346955,1800.0
346965,1800.0
346975,1800.0
346985,1800.0
346995,1788.0
347008,1788.0
347018,1788.0
347028,1788.0
347038,1788.0
347048,1788.0
347063,1694.0
347073,1694.0
347083,1694.0
347096,1694.0
347110,1694.0
347122,1694.0
347132,1764.0
347144,1764.0
347154,1764.0
347167,1764.0
347177,1764.0
347187,1764.0
347197,1832.0
347207,1832.0
347217,1832.0
347228,1832.0
347238,1832.0
347251,1832.0
347265,1931.0
347280,1931.0
347290,1931.0
347300,1931.0
347311,1931.0
347321,1931.0
347336,1555.0
347346,1555.0
347356,1555.0
347367,1555.0
347377,1555.0
347387,1555.0
347397,2015.0
347407,2015.0
347420,2015.0
347430,2015.0
347440,2015.0
347450,2015.0
347464,1747.0
347479,1747.0
347489,1747.0
347500,1747.0
347510,1747.0
347520,1747.0
347533,1758.0
347543,1758.0
347553,1758.0
347563,1758.0
347573,1758.0
347584,1758.0
347594,1758.0
347605,1653.0
347615,1653.0
347625,1653.0
347635,1653.0
347645,1653.0
347657,1653.0
347667,2022.0
347677,2022.0
347687,2022.0
347697,2022.0
347709,2022.0
347719,2022.0
347729,2022.0
347739,1724.0
347749,1724.0
347763,1724.0
347773,1724.0
347783,1724.0
347793,1724.0
347803,1824.0
347816,1824.0
347826,1824.0
347836,1824.0
347846,1824.0
347856,1824.0
347868,1755.0
347878,1755.0
347888,1755.0
347898,1755.0
347908,1755.0
347920,1755.0
347930,1755.0
347940,1781.0
347950,1781.0
347960,1781.0
347973,1781.0
347983,1781.0
347993,2323.0
348003,2323.0
348013,2323.0
348026,2323.0
348036,2323.0
348046,2323.0
348056,1790.0
348066,1790.0
348077,1790.0
348087,1790.0
348097,1790.0
348107,1790.0
348117,1790.0
348129,1730.0
348139,1730.0
348149,1730.0
348159,1730.0
348169,1730.0
348181,1730.0
348191,1858.0
348201,1858.0
348211,1858.0
348221,1858.0
348234,1858.0
348244,1858.0
348254,1858.0
348264,1605.0
348274,1605.0
348287,1605.0
348297,1605.0
348307,1605.0
348317,1605.0
348327,1960.0
348337,1960.0
348347,1960.0
348357,1960.0
348368,1960.0
348378,1960.0
348388,1960.0
348398,1659.0
348408,1659.0
348420,1659.0
348430,1659.0
348440,1659.0
348450,1659.0
348460,1902.0
348470,1902.0
348482,1902.0
348492,1902.0
348502,1902.0
348512,1902.0
348522,1902.0
348535,1756.0
348545,1756.0
348555,1756.0
348565,1756.0
348575,1756.0
348588,1756.0
348598,1781.0
348608,1781.0
348618,1781.0
348628,1781.0
348638,1781.0
348648,1781.0
348658,1781.0
348671,1775.0
348681,1775.0
348691,1775.0
348701,1775.0
348711,1775.0
348723,1775.0
348733,1792.0
348743,1792.0
348753,1792.0
348763,1792.0
348775,1792.0
348785,1792.0
348795,1792.0
348805,1622.0
348815,1622.0
348828,1622.0
348838,1622.0
348848,1622.0
348858,1622.0
348868,1981.0
348880,1981.0
348890,1981.0
348900,1981.0
348910,1981.0
348920,1981.0
348932,1761.0
348942,1761.0
348952,1761.0
348969,1761.0
348979,1761.0
348990,1761.0
349000,1799.0
349013,1799.0
349023,1799.0
349036,1799.0
349046,1799.0
349056,1799.0
349066,1799.0
349076,1663.0
349089,1663.0
349099,1663.0
349109,1663.0
349119,1663.0
349129,1663.0
349141,1926.0
349151,1926.0
349161,1926.0
349173,1926.0
349183,1926.0
349196,1926.0
349206,1780.0
349216,1780.0
349226,1780.0
349236,1780.0
349246,1780.0
349256,1780.0
349266,1780.0
349279,1774.0
349289,1774.0
349302,1774.0
349312,1774.0
349322,1774.0
349336,1774.0
349346,1634.0
349357,1634.0
349367,1634.0
349377,1634.0
349388,1634.0
349398,1634.0
349411,1925.0
349421,1925.0
349431,1925.0
349441,1925.0
349451,1925.0
349464,1925.0
349474,1775.0
349484,1775.0
349497,1775.0
349507,1775.0
349520,1775.0
349530,1775.0
349540,1777.0
349550,1777.0
349560,1777.0
349573,1777.0
349583,1777.0
349593,1777.0
349603,1777.0
349613,1779.0
349625,1779.0
349635,1779.0
349645,1779.0
349655,1779.0
349665,1779.0
349677,1698.0
349687,1698.0
349697,1698.0
349707,1698.0
349717,1698.0
349729,1698.0
349739,1698.0
349749,1791.0
349759,1791.0
349769,1791.0
349782,1791.0
349792,1791.0
349802,1791.0
349812,1813.0
349822,1813.0
349834,1813.0
349844,1813.0
349854,1813.0
349864,1813.0
349874,1813.0
349886,1737.0
349896,1737.0
349906,1737.0
349919,1737.0
349929,1737.0
349942,1737.0
349952,1796.0
349962,1796.0
349972,1796.0
349982,1796.0
349994,1796.0
350004,1796.0
350014,1871.0
350026,1871.0
350036,1871.0
350048,1871.0
350058,1871.0
350068,1871.0
350080,1733.0
350095,1733.0
350110,1733.0
350120,1733.0
350130,1733.0
350140,1733.0
350150,1806.0
350160,1806.0
350171,1806.0
350181,1806.0
350191,1806.0
350201,1806.0
350211,1806.0
350221,1713.0
350232,1713.0
350242,1713.0
350255,1713.0
350265,1713.0
350275,1713.0
350285,1761.0
350295,1761.0
350308,1761.0
350318,1761.0
350328,1761.0
350341,1761.0
350351,1838.0
350364,1838.0
350374,1838.0
350384,1838.0
350394,1838.0
350404,1838.0
350417,1766.0
350427,1766.0
350437,1766.0
350449,1766.0
350462,1766.0
350472,1766.0
350482,1766.0
350502,1721.0
350512,1721.0
350522,1721.0
350532,1721.0
350542,1721.0
350552,1721.0
350562,1641.0
350572,1641.0
350585,1641.0
350595,1641.0
350605,1641.0
350615,1641.0
350625,1974.0
350638,1974.0
350648,1974.0
350658,1974.0
350668,1974.0
350678,1974.0
350690,1738.0
350700,1738.0
350710,1738.0
350720,1738.0
350730,1738.0
350742,1738.0
350752,1738.0
350762,1803.0
350772,1803.0
350782,1803.0
350794,1803.0
350804,1803.0
350814,1803.0
350824,1803.0
350834,1659.0
350847,1659.0
350857,1659.0
350867,1659.0
350877,1659.0
350887,1659.0
350899,1931.0
350909,1931.0
350919,1931.0
350929,1931.0
350939,1931.0
350949,1931.0
350959,1931.0
350969,1680.0
350981,1680.0
350991,1680.0
351001,1680.0
351011,1680.0
351021,1680.0
351033,1834.0
351043,1834.0
351053,1834.0
351063,1834.0
351073,1834.0
351085,1834.0
351095,1840.0
351105,1840.0
351119,1840.0
351130,1840.0
351148,1840.0
351158,1840.0
351168,1644.0
351178,1644.0
351190,1644.0
351200,1644.0
351210,1644.0
351220,1644.0
351235,1956.0
351250,1956.0
351260,1956.0
351271,1956.0
351281,1956.0
351294,1956.0
351307,1641.0
351322,1641.0
351332,1641.0
351342,1641.0
351352,1641.0
351362,1641.0
351375,1962.0
351385,1962.0
351395,1962.0
351405,1962.0
351415,1962.0
351428,1962.0
351438,1688.0
351448,1688.0
351458,1688.0
351468,1688.0
351484,1688.0
351494,1688.0
351506,1761.0
351516,1761.0
351526,1761.0
351537,1761.0
351547,1761.0
351557,1761.0
351567,1811.0
351577,1811.0
351587,1811.0
351597,1811.0
351607,1811.0
351617,1811.0
351627,1811.0
351637,2291.0
351657,2291.0
351667,2291.0
351677,2291.0
351688,2291.0
351698,2291.0
351711,1700.0
351721,1700.0
351731,1700.0
351741,1700.0
351751,1700.0
351763,1700.0
351773,1773.0
351783,1773.0
351795,1773.0
351805,1773.0
351818,1773.0
351828,1773.0
351838,1919.0
351848,1919.0
351858,1919.0
351868,1919.0
351878,1919.0
351888,1919.0
351898,1940.0
351909,1940.0
351919,1940.0
351929,1940.0
351939,1940.0
351949,1940.0
351959,1940.0
351969,1654.0
351979,1654.0
351992,1654.0
352006,1654.0
352020,1654.0
352030,2001.0
352040,2001.0
352051,2001.0
352061,2001.0
352073,2001.0
352083,2001.0
352096,1745.0
352106,1745.0
352116,1745.0
352126,1745.0
352136,1745.0
352148,1745.0
352158,1745.0
352176,1796.0
352186,1796.0
352196,1796.0
352207,1796.0
352217,1796.0
352229,1796.0
352239,1667.0
352249,1667.0
352259,1667.0
352269,1667.0
352282,1667.0
352292,1667.0
352306,1948.0
352316,1948.0
352326,1948.0
352337,1948.0
352354,1948.0
352366,1743.0
352376,1743.0
352389,1743.0
352399,1743.0
352409,1743.0
352419,1743.0
352429,2107.0
352444,2107.0
352454,2107.0
352466,2107.0
352476,2107.0
352486,2031.0
352496,2031.0
352506,2031.0
352525,2031.0
352535,2749.0
352547,2749.0
352557,2749.0
352567,2749.0
352577,2388.0
352587,2388.0
352598,2388.0
352608,2388.0
352618,2388.0
352628,2353.0
352638,2353.0
352650,2353.0
352660,2353.0
352670,3084.0
352680,3084.0
352690,3084.0
352702,3084.0
352712,2623.0
352722,2623.0
352732,2623.0
352742,2623.0
352755,2623.0
352765,2484.0
352775,2484.0
352785,2484.0
352795,2484.0
352809,2726.0
352819,2726.0
352829,2726.0
352841,2726.0
352851,2631.0
352861,2631.0
352871,2631.0
352881,2631.0
352892,2631.0
352902,2433.0
352912,2433.0
352922,2433.0
352932,2433.0
352942,2846.0
352952,2846.0
352962,2846.0
352975,2846.0
352985,2846.0
352995,2650.0
353007,2650.0
353017,2650.0
353027,2650.0
353037,2454.0
353047,2454.0
353058,2454.0
353068,2454.0
353079,2730.0
353089,2730.0
353099,2730.0
353110,2730.0
353120,2730.0
353132,2889.0
353142,2889.0
353152,2889.0
353162,2889.0
353172,2718.0
353185,2718.0
353195,2718.0
353205,2718.0
353215,2720.0
353225,2720.0
353236,2720.0
353246,2720.0
353256,2783.0
353266,2783.0
353276,2783.0
353291,2783.0
353301,2563.0
353311,2563.0
353321,2563.0
353331,2563.0
353343,3056.0
353353,3056.0
353363,3056.0
353373,3056.0
353383,3081.0
353395,3081.0
353405,3081.0
353415,3081.0
353425,2538.0
353435,2538.0
353448,2538.0
353458,3866.0
353468,3866.0
353478,3866.0
353488,3866.0
353501,3083.0
353511,3083.0
353521,3083.0
353531,3083.0
353541,2816.0
353553,2816.0
353563,2816.0
353573,3548.0
353583,3548.0
353593,3548.0
353605,3548.0
353615,2914.0
353625,2914.0
353635,2914.0
353645,2914.0
353657,3022.0
353667,3022.0
353677,3022.0
353687,3494.0
353697,3494.0
353710,3494.0
353720,3534.0
353730,3534.0
353740,3534.0
353750,3534.0
353762,3281.0
353772,3281.0
353782,3281.0
353792,3281.0
353802,2887.0
353812,2887.0
353825,2887.0
353837,3826.0
353851,3826.0
353861,3826.0
353872,2766.0
353882,2766.0
353892,2766.0
353902,3974.0
353912,3974.0
353924,3974.0
353934,3974.0
353944,3009.0
353954,3009.0
353964,3009.0
353977,3509.0
353987,3509.0
353997,3509.0
354007,3509.0
354017,3119.0
354029,3119.0
354039,3119.0
354049,3732.0
354062,3732.0
354072,3732.0
354083,3732.0
354093,3311.0
354106,3311.0
354116,3311.0
354126,3299.0
354136,3299.0
354146,3299.0
354158,3110.0
354168,3110.0
354178,3110.0
354188,3110.0
354198,3375.0
354211,3375.0
354221,3375.0
354231,3426.0
354241,3426.0
354251,3426.0
354264,3426.0
354274,3040.0
354284,3040.0
354294,3040.0
354304,3502.0
354314,3502.0
354324,3502.0
354334,3502.0
354345,3238.0
354355,3238.0
354365,3238.0
354375,3238.0
354385,3083.0
354398,3083.0
354408,3083.0
354418,3333.0
354428,3333.0
354438,3333.0
354450,3333.0
354460,2914.0
354470,2914.0
354480,2914.0
354490,3700.0
354503,3700.0
354513,3700.0
354523,4140.0
354533,4140.0
354543,4140.0
354556,3054.0
354566,3054.0
354576,3054.0
354586,3054.0
354596,3373.0
354608,3373.0
354618,3373.0
354628,4058.0
354638,4058.0
354648,4058.0
354660,3087.0
354670,3087.0
354680,3087.0
354690,3087.0
354700,3376.0
354712,3376.0
354722,4801.0
354732,4801.0
354742,4801.0
354752,4801.0
354765,3214.0
354775,3214.0
354785,3214.0
354795,3214.0
354805,2980.0
354817,2980.0
354827,2980.0
354837,3495.0
354847,3495.0
354857,3495.0
354867,3495.0
354877,2813.0
354887,2813.0
354899,2813.0
354909,3764.0
354919,3764.0
354929,3764.0
354939,3764.0
354952,3131.0
354962,3131.0
354972,3131.0
354982,3131.0
354992,3747.0
355005,3747.0
355015,3747.0
355025,3575.0
355035,3575.0
355045,3575.0
355058,3065.0
355068,3065.0
355078,3065.0
355088,3065.0
355098,3391.0
355110,3391.0
355120,3391.0
355130,3391.0
355140,2750.0
355150,2750.0
355162,2750.0
355172,3837.0
355182,3837.0
355192,3837.0
355202,3837.0
355214,3041.0
355224,3041.0
355234,3041.0
355244,3467.0
355259,3467.0
355271,3467.0
355281,3181.0
355296,3181.0
355306,3181.0
355319,3075.0
355332,3075.0
355349,3075.0
355364,3370.0
355378,3370.0
355388,3370.0
355401,3087.0
355411,3087.0
355421,3087.0
355431,3455.0
355441,3455.0
355454,3455.0
355464,3455.0
355474,2914.0
355484,2914.0
355494,2914.0
355510,3779.0
355520,3779.0
355533,3914.0
355543,3914.0
355553,3914.0
355564,3914.0
355574,3130.0
355584,3130.0
355594,3130.0
355604,3714.0
355616,3714.0
355626,3714.0
355636,3714.0
355646,2871.0
355656,2871.0
355669,2871.0
355679,3794.0
355689,3794.0
