Timestamp (ms),F_GPS_LATITUDE
5616287,43.260677
5616387,43.260677
5616488,43.260677
5616589,43.26067
5616690,43.26067
5616791,43.26067
5616892,43.26067
5616992,43.26067
5617097,43.26067
5617197,43.26067
5617297,43.26067
5617397,43.26067
5617497,43.26067
5617598,43.26067
5617699,43.260662
5617799,43.260662
5617899,43.260662
5618000,43.26067
5618103,43.26067
5618203,43.26067
5618303,43.26067
5618404,43.26067
5618504,43.26067
5618607,43.26067
5618706,43.26067
5618806,43.26067
5618910,43.26067
5619011,43.26067
5619110,43.260677
5619214,43.260677
5619314,43.260677
5619414,43.260677
5619514,43.260685
5619618,43.260685
5619717,43.260685
5619817,43.260685
5619918,43.260685
5620018,43.260685
5620121,43.260693
5620221,43.260693
5620322,43.260693
5620422,43.260693
5620522,43.260693
5620625,43.260693
5620726,43.2607
5620826,43.2607
5620926,43.2607
5621027,43.2607
5621127,43.2607
5621230,43.2607
5621333,43.2607
5621434,43.260708
5621540,43.260708
5621640,43.260708
5621744,43.260708
5621851,43.260708
5621952,43.26072
5622052,43.26072
5622152,43.26072
5622252,43.26072
5622352,43.26072
5622452,43.26072
5622552,43.26072
5622653,43.260727
5622753,43.260727
5622853,43.260727
5622954,43.260727
5623054,43.260727
5623156,43.260727
5623256,43.260727
5623356,43.260735
5623457,43.260735
5623557,43.260735
5623662,43.260735
5623762,43.260735
5623862,43.260735
5623963,43.260735
5624063,43.260735
5624166,43.260735
5624267,43.260735
5624367,43.260742
5624468,43.260742
5624568,43.260742
5624670,43.260742
5624771,43.26075
5624872,43.26075
5624973,43.26075
5625074,43.26075
5625175,43.260757
