Timestamp (ms),F_RPM_PRIM,F_GPS_SPEED
10694,0.0,0.06
10704,0.0,0.06
10717,0.0,0.06
10727,0.0,0.06
10737,0.0,0.06
10747,0.0,0.06
10757,0.0,0.06
10767,0.0,0.06
10777,0.0,0.06
10787,0.0,0.06
10797,0.0,0.06
10807,0.0,0.06
10817,0.0,0.06
10829,0.0,0.06
10839,0.0,0.05980582524271844
10849,0.0,0.05883495145631068
10859,0.0,0.05786407766990291
10869,0.0,0.05689320388349514
10881,0.0,0.055728155339805824
10891,0.0,0.05475728155339806
10901,0.0,0.05378640776699029
10911,0.0,0.05281553398058252
10921,0.0,0.05184466019417476
10934,0.0,0.05058252427184466
10944,0.0,0.05
10954,0.0,0.05
10964,0.0,0.05
10974,0.0,0.05
10984,0.0,0.05
10994,0.0,0.05
11004,0.0,0.05
11014,0.0,0.05
11024,0.0,0.05
11034,0.0,0.05
11055,0.0,0.05
11065,0.0,0.05
11075,0.0,0.05
11085,0.0,0.05
11101,0.0,0.05
11114,0.0,0.05
11124,0.0,0.05
11134,0.0,0.05
11144,0.0,0.05
11154,0.0,0.05
11167,0.0,0.05
11177,0.0,0.05
11187,0.0,0.05
11198,0.0,0.05
11208,0.0,0.05
11221,0.0,0.05
11231,0.0,0.05
11250,0.0,0.05
11260,0.0,0.05
11270,0.0,0.05
11281,0.0,0.05
11291,0.0,0.05
11306,0.0,0.05
11316,0.0,0.05
11326,0.0,0.05
11337,0.0,0.05
11347,0.0,0.05
11357,0.0,0.05
11367,0.0,0.05
11377,0.0,0.05
11387,0.0,0.05
11397,0.0,0.05
11407,0.0,0.05
11417,0.0,0.05
11428,0.0,0.05
11438,0.0,0.05
11448,0.0,0.05
11459,0.0,0.05
11469,0.0,0.05
11479,0.0,0.05
11489,0.0,0.05
11499,0.0,0.05
11509,0.0,0.05
11519,0.0,0.05
11529,0.0,0.05
11539,0.0,0.05
11549,0.0,0.05
11559,0.0,0.05
11569,0.0,0.05
11580,0.0,0.05
11590,0.0,0.05
11600,0.0,0.05
11611,0.0,0.05
11621,0.0,0.05
11634,0.0,0.05
11644,0.0,0.05
11654,0.0,0.05
11664,0.0,0.04990384615384616
11674,0.0,0.048942307692307695
11686,0.0,0.047788461538461544
11696,0.0,0.04682692307692308
11715,0.0,0.045
11725,0.0,0.04403846153846154
11738,0.0,0.04278846153846154
11748,0.0,0.04182692307692308
11758,0.0,0.040865384615384616
