Timestamp (ms),F_RPM_PRIM,F_RPM_SEC
28665,2002.3495,0.49324611953813985
28675,2004.0614,0.4934244055641422
28684,2004.0614,0.49358486298754434
28693,2001.4944,0.4937453204109465
28703,1955.5693,0.4939236064369488
28712,1954.7539,0.494084063860351
28722,2106.7417,0.4942623498863533
28731,2164.1274,0.49442280730975546
28739,2163.1287,0.4945654361305573
28748,2108.637,0.49472589355395946
28758,2163.1287,0.49490417957996186
28767,2106.7417,0.49506463700336395
28775,2108.637,0.49520726582416585
28784,2108.637,0.495367723247568
28793,2106.7417,0.4955281806709701
28803,2109.586,0.4957064666969725
28812,2108.637,0.4958669241203746
28821,2052.3206,0.49602738154377674
28829,2108.637,0.49617001036457864
28839,2051.4224,0.496348296390581
28848,2106.7417,0.49650875381398313
28857,2055.9211,0.4966692112373852
28866,2055.0198,0.49682966866078737
28876,2053.2195,0.4970079546867897
28886,2054.1191,0.4971862407127921
28894,2106.7417,0.49732886953359395
28903,2166.1274,0.4974893269569961
28912,2165.127,0.49764978438039825
28920,2164.1274,0.4977924132012001
28930,2165.127,0.4979706992272025
28939,2106.7417,0.4981311566506046
28947,2165.127,0.4982737854714065
28956,2108.637,0.49843424289480864
28965,2106.7417,0.49859470031821074
28975,2105.7952,0.49877298634421313
28983,2159.1433,0.49891561516501504
28992,2053.2195,0.49907607258841713
29001,2104.8496,0.4992365300118193
29010,2055.0198,0.4993969874352214
29020,2108.637,0.49957527346122377
29029,2053.2195,0.4997357308846259
29038,2104.8496,0.499896188308028
29047,2053.2195,0.5000566457314302
29057,2002.3495,0.5002349317574325
29066,2108.637,0.5003953891808346
29075,2163.1287,0.5005558466042368
29083,2108.637,0.5006984754250386
29092,2165.127,0.5008589328484407
29102,2106.7417,0.5010372188744432
29111,2109.586,0.5011976762978453
29119,2106.7417,0.5013403051186471
29128,2166.1274,0.5015007625420493
29137,2055.0198,0.5016612199654514
29147,2104.8496,0.5018395059914538
29156,2106.7417,0.5019999634148559
29165,2055.9211,0.5021604208382581
29174,2053.2195,0.5023208782616602
29184,2106.7417,0.5024991642876625
29192,2106.7417,0.5026417931084645
29201,2166.1274,0.5028022505318666
29210,2108.637,0.5029627079552687
29219,2104.8496,0.5031231653786709
29229,2053.2195,0.5033014514046732
29238,2104.8496,0.5034619088280753
29246,2106.7417,0.5036045376488771
29255,2105.7952,0.5037649950722793
29264,2053.2195,0.5039254524956814
29274,2104.8496,0.5041037385216838
29283,2055.0198,0.504264195945086
29292,2055.0198,0.5044246533684881
29301,2055.0198,0.5045851107918902
29310,2106.7417,0.5047455682152923
29320,2107.689,0.5049238542412947
29329,2053.2195,0.5050843116646968
29338,2053.2195,0.5052447690880989
29347,2055.0198,0.5054052265115011
29357,2106.7417,0.5055835125375034
29366,2107.689,0.5057439699609055
29374,2105.7952,0.5058865987817075
29383,2106.7417,0.5060470562051096
29392,2107.689,0.5062075136285117
29402,2106.7417,0.506385799654514
29411,2055.9211,0.5065462570779162
29420,2106.7417,0.5067067145013183
29429,2109.586,0.5068671719247204
29437,2108.637,0.5070098007455224
29447,2055.0198,0.5071880867715247
29456,2053.2195,0.5073485441949268
29465,2055.0198,0.5075090016183289
29474,2161.1343,0.5076694590417311
29484,2106.7417,0.5078477450677334
29493,2166.1274,0.5080082024911355
29501,2107.689,0.5081508313119375
29510,2108.637,0.5083112887353396
29519,2106.7417,0.5084717461587417
29529,2164.1274,0.5086500321847441
29537,2164.1274,0.508792661005546
29546,2108.637,0.5089531184289481
29555,2163.1287,0.5091135758523502
29563,2108.637,0.5092562046731521
29573,2106.7417,0.5094344906991545
29582,2109.586,0.5095949481225566
29591,2165.127,0.5097554055459588
29599,2164.1274,0.5098980343667606
29608,2163.1287,0.5100584917901627
29617,2163.1287,0.5102189492135649
29626,2163.1287,0.510379406636967
29635,2108.637,0.5105398640603691
29643,2165.127,0.5106824928811711
29652,2224.727,0.5108429503045732
29661,2163.1287,0.5110034077279753
29670,2163.1287,0.5111638651513775
29678,2224.727,0.5113064939721793
29687,2106.7417,0.5114669513955814
29697,2164.1274,0.5116452374215837
29705,2224.727,0.5117878662423857
29714,2165.127,0.5119483236657878
29722,2160.1382,0.5120909524865898
29731,2224.727,0.5122514099099919
29740,2163.1287,0.5124118673333939
29749,2108.637,0.512572324756796
29757,2224.727,0.512714953577598
29766,2224.727,0.5128754110010001
29774,2221.564,0.513018039821802
29784,2164.1274,0.5131963258478044
29792,2224.727,0.5133389546686062
29801,2164.1274,0.5134994120920083
29809,2164.1274,0.5136420409128103
29818,2224.727,0.5138024983362124
29827,2162.131,0.5139629557596145
29836,2163.1287,0.5141234131830167
29844,2163.1287,0.5142660420038185
29853,2108.637,0.5144264994272206
29862,2165.127,0.5145869568506228
29871,2165.127,0.5147474142740249
29880,2165.127,0.514907871697427
29889,2106.7417,0.5150683291208292
29897,2164.1274,0.5152109579416311
29906,2108.637,0.5153714153650332
29916,2161.1343,0.5155497013910356
29925,2106.7417,0.5157101588144377
29933,2224.727,0.5158527876352396
29942,2106.7417,0.5160132450586417
29950,2166.1274,0.5161558738794436
29960,2163.1287,0.516334159905446
29969,2106.7417,0.516494617328848
29977,2164.1274,0.51663724614965
29986,2163.1287,0.5167977035730521
29996,2106.7417,0.5169759895990544
30004,2166.1274,0.5171186184198564
30013,2108.637,0.5172790758432585
30022,2106.7417,0.5174395332666606
30031,2109.586,0.5175999906900628
30040,2165.127,0.5177604481134649
30049,2163.1287,0.517920905536867
30058,2108.637,0.5180813629602692
30066,2165.127,0.518223991781071
30075,2106.7417,0.5183844492044731
30085,2107.689,0.5185627352304755
30094,2165.127,0.5187231926538777
30102,2103.9048,0.5188658214746795
30111,2166.1274,0.5190262788980816
30120,2106.7417,0.5191867363214838
30130,2105.7952,0.5193650223474862
30139,2108.637,0.5195254797708883
30147,2102.018,0.5196681085916902
30156,2163.1287,0.5198285660150923
30166,2163.1287,0.5200068520410946
30174,2108.637,0.5201494808618966
30183,2165.127,0.5203099382852987
30192,2104.8496,0.5204703957087008
30201,2108.637,0.5206308531321029
30210,2164.1274,0.5207913105555051
30219,2106.7417,0.5209517679789072
30228,2166.1274,0.5211122254023093
30236,2106.7417,0.5212548542231112
30245,2107.689,0.5214153116465133
30255,2106.7417,0.5215935976725157
30264,2107.689,0.5217540550959179
30272,2165.127,0.5218966839167197
30281,2165.127,0.5220571413401218
30290,2163.1287,0.522217598763524
30299,2106.7417,0.5223780561869261
30308,2164.1274,0.5225385136103282
30317,2108.637,0.5226989710337303
30325,2165.127,0.5228415998545323
30334,2163.1287,0.5230020572779344
30344,2163.1287,0.5231803433039367
30352,2165.127,0.5233229721247387
30361,2106.7417,0.5234834295481408
30370,2164.1274,0.5236438869715428
30379,2163.1287,0.523804344394945
30388,2165.127,0.5239648018183471
30396,2165.127,0.524107430639149
30405,2163.1287,0.5242678880625512
30414,2165.127,0.5244283454859533
30423,2162.131,0.5245888029093554
30432,2165.127,0.5247492603327576
30440,2166.1274,0.5248918891535594
30449,2165.127,0.5250523465769615
30458,2163.1287,0.5252128040003636
30467,2161.1343,0.5253732614237658
30476,2108.637,0.5255337188471679
30485,2165.127,0.52569417627057
30493,2162.131,0.525836805091372
30502,2163.1287,0.5259972625147741
30511,2222.6174,0.5261577199381762
30520,2165.127,0.5263181773615784
30528,2161.1343,0.5264608061823802
30537,2161.1343,0.5266212636057823
30545,2163.1287,0.5267638924265843
30555,2220.5117,0.5269421784525866
30563,2165.127,0.5270848072733885
30572,2163.1287,0.5272452646967907
30581,2164.1274,0.5274057221201928
30589,2162.131,0.5275483509409946
30599,2165.127,0.5277266369669971
30607,2163.1287,0.5278692657877989
30616,2220.5117,0.528029723211201
30624,2165.127,0.528172352032003
30633,2220.5117,0.5283328094554051
30642,2159.1433,0.5284932668788072
30651,2163.1287,0.5286537243022094
30659,2222.6174,0.5287963531230112
30668,2222.6174,0.5289568105464133
30676,2165.127,0.5290994393672153
30686,2222.6174,0.5292777253932176
30694,2224.727,0.5294203542140195
30703,2165.127,0.5295808116374217
30711,2164.1274,0.5297234404582235
30721,2222.6174,0.5299017264842258
30729,2224.727,0.5300443553050277
30737,2224.727,0.5301869841258297
30746,2223.6719,0.5303474415492317
30754,2163.1287,0.5304900703700337
30764,2222.6174,0.530668356396036
30772,2222.6174,0.5308109852168379
30780,2220.5117,0.5309536140376399
30788,2285.4705,0.5310962428584417
30797,2220.5117,0.5312567002818438
30806,2222.6174,0.531417157705246
30815,2224.727,0.5315776151286481
30823,2223.6719,0.5317202439494499
30831,2287.7012,0.5318628727702519
30839,2224.727,0.5320055015910538
30849,2287.7012,0.5321837876170561
30857,2222.6174,0.532326416437858
30865,2224.727,0.5324690452586599
30873,2286.5852,0.5326116740794617
30882,2287.7012,0.532772131502864
30891,2287.7012,0.532932588926266
30899,2285.4705,0.5330752177470679
30907,2287.7012,0.5332178465678699
30915,2224.727,0.5333604753886717
30924,2287.7012,0.5335209328120738
30932,2287.7012,0.5336635616328758
30941,2354.3447,0.5338240190562779
30949,2285.4705,0.5339666478770797
30957,2349.624,0.5341092766978817
30965,2353.1626,0.5342519055186835
30973,2285.4705,0.5343945343394855
30982,2287.7012,0.5345549917628876
30990,2349.624,0.5346976205836894
30997,2418.7307,0.5348224208018911
31005,2353.1626,0.534965049622693
31013,2354.3447,0.5351076784434948
31022,2354.3447,0.535268135866897
31030,2351.982,0.5354107646876989
31038,2353.1626,0.5355533935085008
31046,2422.4807,0.5356960223293027
31053,2423.7332,0.5358208225475043
31062,2421.2292,0.5359812799709065
31070,2421.2292,0.5361239087917083
31078,2353.1626,0.5362665376125102
31085,2424.987,0.5363913378307119
31093,2501.3342,0.5365339666515138
31101,2424.987,0.5366765954723157
31109,2496.0066,0.5368192242931176
31117,2422.4807,0.5369618531139194
31124,2423.7332,0.5370866533321211
31132,2496.0066,0.537229282152923
31139,2497.3362,0.5373540823711247
31148,2500.0002,0.5375145397945268
31155,2497.3362,0.5376393400127284
31163,2497.3362,0.5377819688335304
31170,2497.3362,0.537906769051732
31178,2500.0002,0.5380493978725339
31185,2498.6672,0.5381741980907355
31193,2579.802,0.5383168269115375
31201,2500.0002,0.5384594557323393
31208,2576.9653,0.5385842559505409
31215,2576.9653,0.5387090561687427
31223,2497.3362,0.5388516849895445
31230,2576.9653,0.5389764852077462
31238,2579.802,0.5391191140285481
31245,2579.802,0.5392439142467497
31253,2576.9653,0.5393865430675516
31260,2658.82,0.5395113432857532
31267,2576.9653,0.539636143503955
31275,2579.802,0.5397787723247568
31282,2661.8398,0.5399035725429585
31289,2664.8665,0.5400283727611601
31296,2581.2224,0.5401531729793618
31303,2663.3523,0.5402779731975634
31310,2657.313,0.540402773415765
31318,2661.8398,0.540545402236567
31325,2664.8665,0.5406702024547686
31332,2663.3523,0.5407950026729703
31339,2757.3528,0.5409198028911719
31346,2666.3823,0.5410446031093736
31353,2755.7317,0.5411694033275752
31361,2663.3523,0.5413120321483772
31368,2660.329,0.5414368323665788
31375,2752.4956,0.5415616325847804
31381,2847.813,0.5416686042003819
31388,2755.7317,0.5417934044185835
31395,2757.3528,0.5419182046367852
31403,2757.3528,0.542060833457587
31409,2749.267,0.5421678050731885
31416,2749.267,0.5422926052913901
31423,2853.0127,0.5424174055095918
31429,2755.7317,0.5425243771251932
31436,2844.357,0.5426491773433949
31443,2853.0127,0.5427739775615965
31450,2755.7317,0.5428987777797982
31457,2854.7502,0.5430235779979998
31463,2853.0127,0.5431305496136013
31470,2853.0127,0.5432553498318029
31477,2853.0127,0.5433801500500046
31483,2846.0837,0.543487121665606
31491,2849.5442,0.5436297504864078
31497,2849.5442,0.5437367221020093
31504,2853.0127,0.5438615223202109
31510,2949.9688,0.5439684939358124
31517,2846.0837,0.544093294154014
31523,2957.4133,0.5442002657696154
31531,2854.7502,0.5443428945904173
31537,2853.0127,0.5444498662060188
31544,2849.5442,0.5445746664242204
31550,2957.4133,0.5446816380398218
31556,2948.1133,0.5447886096554232
31563,2953.6863,0.5449134098736249
31569,2853.0127,0.5450203814892263
31577,2957.4133,0.5451630103100282
31583,2846.0837,0.5452699819256296
31589,2957.4133,0.5453769535412311
31596,2951.8262,0.5455017537594327
31602,2942.5613,0.5456087253750341
31608,2955.5486,0.5457156969906355
31616,2953.6863,0.5458583258114375
31622,2949.9688,0.5459652974270388
31628,2953.6863,0.5460722690426403
31635,3065.7292,0.5461970692608419
31641,2946.2603,0.5463040408764434
31647,2957.4133,0.5464110124920447
31653,3071.756,0.5465179841076462
31661,2853.0127,0.546660612928448
31667,3069.7446,0.5467675845440495
31673,2951.8262,0.5468745561596509
31679,3065.7292,0.5469815277752523
31686,2955.5486,0.5471063279934539
31692,3069.7446,0.5472132996090554
31698,2948.1133,0.5473202712246568
31705,3065.7292,0.5474450714428585
31712,2959.2805,0.5475698716610601
31718,3065.7292,0.5476768432766616
31724,3071.756,0.5477838148922629
31730,3057.73,0.5478907865078644
31736,3069.7446,0.5479977581234657
31742,2953.6863,0.5481047297390672
31749,3065.7292,0.5482295299572688
31755,3071.756,0.5483365015728703
31762,3065.7292,0.5484613017910719
31768,3065.7292,0.5485682734066734
31774,3067.7356,0.5486752450222747
31780,2949.9688,0.5487822166378762
31787,3065.7292,0.5489070168560778
31793,3067.7356,0.5490139884716793
31799,3065.7292,0.5491209600872807
31806,3063.7256,0.5492457603054823
31812,3069.7446,0.5493527319210838
31818,3063.7256,0.5494597035366852
31824,3067.7356,0.5495666751522866
31831,3065.7292,0.5496914753704882
31837,3059.7258,0.5497984469860897
31843,3071.756,0.5499054186016911
31849,3069.7446,0.5500123902172925
31855,3182.2808,0.5501193618328939
31861,2951.8262,0.5502263334484954
31868,3065.7292,0.550351133666697
31874,3186.6077,0.5504581052822984
31881,3065.7292,0.5505829055005
31887,3069.7446,0.5506898771161015
31893,3071.756,0.5507968487317029
31899,3069.7446,0.5509038203473043
31905,3067.7356,0.5510107919629057
31911,3177.966,0.5511177635785072
31918,3071.756,0.5512425637967088
31924,3065.7292,0.5513495354123102
31930,3071.756,0.5514565070279116
31936,3065.7292,0.5515634786435131
31942,3067.7356,0.5516704502591144
31948,3186.6077,0.5517774218747159
31954,3069.7446,0.5518843934903174
31961,3063.7256,0.552009193708519
31967,3180.122,0.5521161653241204
31973,3069.7446,0.5522231369397218
31980,3071.756,0.5523479371579235
31986,3061.7244,0.5524549087735249
31992,3190.9463,0.5525618803891263
31998,3069.7446,0.5526688520047277
32004,3184.4429,0.5527758236203292
32011,3067.7356,0.5529006238385308
32017,3065.7292,0.5530075954541323
32023,3071.756,0.5531145670697336
32029,3182.2808,0.5532215386853351
32035,3067.7356,0.5533285103009364
32041,3069.7446,0.5534354819165379
32048,3184.4429,0.5535602821347395
32054,3175.813,0.553667253750341
32060,2955.5486,0.5537742253659423
32066,3177.966,0.5538811969815438
32072,3071.756,0.5539881685971452
32078,3190.9463,0.5540951402127466
32084,3071.756,0.554202111828348
32091,3069.7446,0.5543269120465497
32097,3188.7754,0.5544338836621511
32103,3069.7446,0.5545408552777525
32109,3063.7256,0.554647826893354
32115,3184.4429,0.5547547985089554
32121,3057.73,0.5548617701245568
32128,3188.7754,0.5549865703427584
32134,3069.7446,0.5550935419583599
32140,3071.756,0.5552005135739613
32146,3069.7446,0.5553074851895627
32152,3180.122,0.5554144568051641
32158,3069.7446,0.5555214284207656
32164,3193.1199,0.5556284000363669
32171,3061.7244,0.5557532002545686
32177,3184.4429,0.55586017187017
32183,3069.7446,0.5559671434857715
32189,3063.7256,0.5560741151013728
32195,3180.122,0.5561810867169743
32201,3069.7446,0.5562880583325757
32207,3193.1199,0.5563950299481771
32214,3071.756,0.5565198301663787
32220,3065.7292,0.5566268017819802
32226,3193.1199,0.5567337733975816
32232,3061.7244,0.556840745013183
32238,3188.7754,0.5569477166287845
32244,3069.7446,0.5570546882443859
32250,3193.1199,0.5571616598599873
32257,3067.7356,0.5572864600781889
32263,3061.7244,0.5573934316937904
32269,3193.1199,0.5575004033093918
32275,3188.7754,0.5576073749249932
32281,3069.7446,0.5577143465405946
32287,3180.122,0.5578213181561961
32293,3069.7446,0.5579282897717974
32300,3190.9463,0.5580530899899991
32306,3069.7446,0.5581600616056005
32312,3180.122,0.558267033221202
32318,3061.7244,0.5583740048368033
32324,3193.1199,0.5584809764524048
32330,3193.1199,0.5585879480680062
32336,3071.756,0.5586949196836076
32343,3053.7458,0.5588197199018092
32349,3175.813,0.5589266915174107
32355,3190.9463,0.5590336631330121
32361,3188.7754,0.5591406347486135
32367,3065.7292,0.559247606364215
32373,3186.6077,0.5593545779798164
32379,3069.7446,0.5594615495954178
32386,3184.4429,0.5595863498136194
32392,3182.2808,0.5596933214292209
32398,3065.7292,0.5598002930448223
32404,3193.1199,0.5599072646604237
32409,3182.2808,0.5599964076734248
32416,3067.7356,0.5601212078916266
32421,3190.9463,0.5602103509046277
32429,3071.756,0.5603529797254296
32434,3190.9463,0.5604421227384307
32440,3193.1199,0.5605490943540322
32446,3069.7446,0.5606560659696336
32452,3067.7356,0.560763037585235
32458,3190.9463,0.5608700092008364
32464,3193.1199,0.5609769808164379
32471,3186.6077,0.5611017810346395
32477,3061.7244,0.561208752650241
32483,3188.7754,0.5613157242658424
32489,3190.9463,0.5614226958814438
32495,3071.756,0.5615296674970452
32501,3182.2808,0.5616366391126466
32507,3188.7754,0.5617436107282481
32514,3069.7446,0.5618684109464497
32520,3184.4429,0.5619753825620512
32526,3180.122,0.5620823541776525
32532,3069.7446,0.562189325793254
32538,3193.1199,0.5622962974088553
32543,3186.6077,0.5623854404218566
32550,3065.7292,0.5625102406400582
32556,3186.6077,0.5626172122556596
32562,3190.9463,0.562724183871261
32568,3071.756,0.5628311554868625
32574,3190.9463,0.5629381271024638
32580,3184.4429,0.5630450987180653
32586,3186.6077,0.5631520703336668
32592,3190.9463,0.5632590419492681
32599,3063.7256,0.5633838421674698
32605,3188.7754,0.5634908137830712
32611,3190.9463,0.5635977853986727
32617,3071.756,0.563704757014274
32623,3190.9463,0.5638117286298755
32629,3193.1199,0.5639187002454769
32634,3186.6077,0.5640078432584781
32641,3186.6077,0.5641326434766797
32647,3061.7244,0.5642396150922812
32653,3184.4429,0.5643465867078825
32659,3186.6077,0.564453558323484
32665,3190.9463,0.5645605299390853
32671,3193.1199,0.5646675015546868
32677,3188.7754,0.5647744731702882
32684,3186.6077,0.5648992733884899
32690,3067.7356,0.5650062450040912
32696,3190.9463,0.5651132166196927
32702,3188.7754,0.5652201882352942
32707,3190.9463,0.5653093312482953
32713,3180.122,0.5654163028638968
32719,3190.9463,0.5655232744794981
32726,3067.7356,0.5656480746976998
32732,3186.6077,0.5657550463133012
32738,3186.6077,0.5658620179289027
32744,3186.6077,0.565968989544504
32750,3065.7292,0.5660759611601055
32756,3193.1199,0.5661829327757069
32762,3190.9463,0.5662899043913083
32769,3188.7754,0.5664147046095099
32775,3190.9463,0.5665216762251114
32781,3065.7292,0.5666286478407128
32787,3182.2808,0.5667356194563142
32792,3190.9463,0.5668247624693155
32798,3193.1199,0.5669317340849168
32804,3184.4429,0.5670387057005183
32811,3186.6077,0.5671635059187199
32817,3186.6077,0.5672704775343214
32823,3190.9463,0.5673774491499227
32829,3188.7754,0.5674844207655242
32834,3190.9463,0.5675735637785253
32841,3063.7256,0.567698363996727
32846,3186.6077,0.5677875070097281
32852,3182.2808,0.5678944786253296
32859,3193.1199,0.5680192788435312
32865,3186.6077,0.5681262504591327
32871,3190.9463,0.568233222074734
32877,3180.122,0.5683401936903355
32883,3186.6077,0.568447165305937
32889,3186.6077,0.5685541369215383
32896,3186.6077,0.56867893713974
32901,3322.1118,0.5687680801527412
32907,3190.9463,0.5688750517683426
32913,3193.1199,0.568982023383944
32919,3190.9463,0.5690889949995455
32925,3182.2808,0.5691959666151468
32931,3186.6077,0.5693029382307483
32936,3317.4097,0.5693920812437494
32943,3193.1199,0.5695168814619511
32949,3188.7754,0.5696238530775525
32955,3186.6077,0.569730824693154
32961,3177.966,0.5698377963087553
32966,3324.468,0.5699269393217565
32972,3184.4429,0.570033910937358
32978,3182.2808,0.5701408825529594
32985,3324.468,0.5702656827711611
32991,3184.4429,0.5703726543867624
32996,3186.6077,0.5704617973997637
33002,3312.721,0.570568769015365
33008,3190.9463,0.5706757406309665
33014,3324.468,0.5707827122465678
33019,3312.721,0.5708718552595691
33026,3190.9463,0.5709966554777707
33032,3184.4429,0.5711036270933721
33038,3317.4097,0.5712105987089736
33043,3324.468,0.5712997417219747
33049,3180.122,0.5714067133375762
33055,3317.4097,0.5715136849531776
33061,3319.7593,0.571620656568779
33067,3182.2808,0.5717276281843804
33073,3315.0635,0.5718345997999819
33079,3322.1118,0.5719415714155832
33084,3322.1118,0.5720307144285844
33090,3324.468,0.5721376860441858
33096,3315.0635,0.5722446576597873
33101,3317.4097,0.5723338006727885
33107,3188.7754,0.5724407722883899
33114,3322.1118,0.5725655725065916
33119,3317.4097,0.5726547155195927
33125,3319.7593,0.5727616871351942
33131,3461.9646,0.5728686587507955
33136,3312.721,0.5729578017637967
33142,3317.4097,0.5730647733793981
33148,3324.468,0.5731717449949996
33154,3319.7593,0.573278716610601
33160,3319.7593,0.5733856882262024
33165,3324.468,0.5734748312392036
33171,3456.8584,0.573581802854805
33177,3322.1118,0.5736887744704064
33182,3322.1118,0.5737779174834076
33188,3322.1118,0.573884889099009
33193,3322.1118,0.5739740321120101
33200,3459.41,0.5740988323302119
33206,3322.1118,0.5742058039458132
33211,3454.311,0.5742949469588144
33217,3315.0635,0.5744019185744159
33222,3317.4097,0.574491061587417
33228,3461.9646,0.5745980332030185
33233,3324.468,0.5746871762160196
33240,3451.7676,0.5748119764342213
33245,3324.468,0.5749011194472224
33251,3456.8584,0.5750080910628239
33256,3317.4097,0.5750972340758251
33262,3315.0635,0.5752042056914265
33268,3464.5232,0.575311177307028
33273,3454.311,0.5754003203200291
33278,3461.9646,0.5754894633330303
33285,3324.468,0.5756142635512319
33291,3451.7676,0.5757212351668334
33296,3319.7593,0.5758103781798346
33302,3467.0857,0.575917349795436
33307,3464.5232,0.5760064928084372
33312,3459.41,0.5760956358214383
33318,3464.5232,0.5762026074370398
33324,3322.1118,0.5763095790526411
33330,3464.5232,0.5764165506682426
33335,3464.5232,0.5765056936812437
33341,3459.41,0.5766126652968452
33346,3454.311,0.5767018083098464
33352,3456.8584,0.5768087799254478
33357,3459.41,0.576897922938449
33362,3464.5232,0.5769870659514501
33369,3459.41,0.5771118661696518
33374,3619.6912,0.5772010091826529
33379,3456.8584,0.5772901521956542
33385,3616.8984,0.5773971238112556
33390,3459.41,0.5774862668242567
33395,3459.41,0.577575409837258
33401,3608.5452,0.5776823814528593
33406,3464.5232,0.5777715244658606
33412,3619.6912,0.577878496081462
33417,3616.8984,0.5779676390944631
33423,3459.41,0.5780746107100646
33428,3614.1096,0.5781637537230657
33433,3614.1096,0.578252896736067
33439,3459.41,0.5783598683516683
33444,3614.1096,0.5784490113646695
33449,3464.5232,0.5785381543776708
33456,3614.1096,0.5786629545958724
33461,3461.9646,0.5787520976088736
33466,3622.4885,0.5788412406218747
33472,3464.5232,0.5789482122374762
33477,3619.6912,0.5790373552504773
33482,3616.8984,0.5791264982634785
33487,3783.2927,0.5792156412764797
33492,3622.4885,0.5793047842894808
33498,3619.6912,0.5794117559050823
